#  L TT            EE            BB            TE            PP            PT            PE           
 205 5.6365872e+03 6.9901338e-01 1.4077507e-02 -8.0279241e+00 5.5185674e-08 1.4000741e-04 -3.2651607e-07
 206 5.6455031e+03 7.0390066e-01 1.4229968e-02 -6.6485506e+00 5.4908023e-08 1.3888299e-04 -3.1261254e-07
 207 5.6537827e+03 7.0986458e-01 1.4383110e-02 -5.2499524e+00 5.4632553e-08 1.3776691e-04 -2.9863199e-07
 208 5.6614186e+03 7.1694133e-01 1.4536919e-02 -3.8327411e+00 5.4359219e-08 1.3665909e-04 -2.8457807e-07
 209 5.6684408e+03 7.2516631e-01 1.4691383e-02 -2.3974612e+00 5.4088018e-08 1.3555948e-04 -2.7045450e-07
 210 5.6748343e+03 7.3457716e-01 1.4846487e-02 -9.4467957e-01 5.3818929e-08 1.3446804e-04 -2.5626505e-07
 211 5.6806067e+03 7.4521076e-01 1.5002219e-02 5.2504598e-01 5.3551923e-08 1.3338470e-04 -2.4201338e-07
 212 5.6857730e+03 7.5710176e-01 1.5158565e-02 2.0111445e+00 5.3287012e-08 1.3230941e-04 -2.2770324e-07
 213 5.6903333e+03 7.7028777e-01 1.5315510e-02 3.5130540e+00 5.3024141e-08 1.3124212e-04 -2.1333834e-07
 214 5.6942952e+03 7.8480562e-01 1.5473041e-02 5.0302066e+00 5.2763310e-08 1.3018277e-04 -1.9892238e-07
 215 5.6976586e+03 8.0068474e-01 1.5631141e-02 6.5620067e+00 5.2504500e-08 1.2913133e-04 -1.8445911e-07
 216 5.7004089e+03 8.1797013e-01 1.5789798e-02 8.1078509e+00 5.2247688e-08 1.2808768e-04 -1.6995216e-07
 217 5.7025462e+03 8.3669118e-01 1.5948995e-02 9.6671140e+00 5.1992855e-08 1.2705183e-04 -1.5540534e-07
 218 5.7040705e+03 8.5687728e-01 1.6108717e-02 1.1239282e+01 5.1739995e-08 1.2602371e-04 -1.4082232e-07
 219 5.7049745e+03 8.7857264e-01 1.6268948e-02 1.2823664e+01 5.1489066e-08 1.2500326e-04 -1.2620681e-07
 220 5.7052510e+03 9.0180665e-01 1.6429672e-02 1.4419731e+01 5.1240067e-08 1.2399041e-04 -1.1156253e-07
 221 5.7049073e+03 9.2660866e-01 1.6590873e-02 1.6026732e+01 5.0992987e-08 1.2298514e-04 -9.6893194e-08
 222 5.7039289e+03 9.5302285e-01 1.6752534e-02 1.7644213e+01 5.0747782e-08 1.2198737e-04 -8.2202507e-08
 223 5.7023231e+03 9.8107116e-01 1.6914638e-02 1.9271350e+01 5.0504448e-08 1.2099704e-04 -6.7494183e-08
 224 5.7000977e+03 1.0107903e+00 1.7077168e-02 2.0907614e+01 5.0262965e-08 1.2001411e-04 -5.2771936e-08
 225 5.6972525e+03 1.0422022e+00 1.7240106e-02 2.2552182e+01 5.0023329e-08 1.1903855e-04 -3.8039486e-08
 226 5.6937804e+03 1.0753511e+00 1.7403434e-02 2.4204526e+01 4.9785495e-08 1.1807027e-04 -2.3300528e-08
 227 5.6896888e+03 1.1102661e+00 1.7567135e-02 2.5863896e+01 4.9549460e-08 1.1710920e-04 -8.5587792e-09
 228 5.6849779e+03 1.1469692e+00 1.7731189e-02 2.7529617e+01 4.9315204e-08 1.1615534e-04 6.1820457e-09
 229 5.6796553e+03 1.1854972e+00 1.7895577e-02 2.9201013e+01 4.9082709e-08 1.1520859e-04 2.0918236e-08
 230 5.6737135e+03 1.2258792e+00 1.8060282e-02 3.0877409e+01 4.8851963e-08 1.1426893e-04 3.5646087e-08
 231 5.6671601e+03 1.2681297e+00 1.8225282e-02 3.2558056e+01 4.8622930e-08 1.1333629e-04 5.0361888e-08
 232 5.6600027e+03 1.3122854e+00 1.8390559e-02 3.4242279e+01 4.8395616e-08 1.1241062e-04 6.5061928e-08
 233 5.6522340e+03 1.3583755e+00 1.8556093e-02 3.5929330e+01 4.8169985e-08 1.1149186e-04 7.9742498e-08
 234 5.6438540e+03 1.4064219e+00 1.8721863e-02 3.7618458e+01 4.7946014e-08 1.1057996e-04 9.4399889e-08
 235 5.6348777e+03 1.4564537e+00 1.8887848e-02 3.9309066e+01 4.7723695e-08 1.0967486e-04 1.0903038e-07
 236 5.6252905e+03 1.5085003e+00 1.9054030e-02 4.1000329e+01 4.7503017e-08 1.0877652e-04 1.2363028e-07
 237 5.6151147e+03 1.5625687e+00 1.9220385e-02 4.2691501e+01 4.7283944e-08 1.0788488e-04 1.3819588e-07
 238 5.6043429e+03 1.6186879e+00 1.9386894e-02 4.4381906e+01 4.7066470e-08 1.0699987e-04 1.5272345e-07
 239 5.5929828e+03 1.6768723e+00 1.9553536e-02 4.6070798e+01 4.6850582e-08 1.0612147e-04 1.6720931e-07
 240 5.5810344e+03 1.7371587e+00 1.9720288e-02 4.7757281e+01 4.6636251e-08 1.0524960e-04 1.8164973e-07
 241 5.5684979e+03 1.7995614e+00 1.9887130e-02 4.9440829e+01 4.6423454e-08 1.0438421e-04 1.9604101e-07
 242 5.5553882e+03 1.8640947e+00 2.0054040e-02 5.1120547e+01 4.6212183e-08 1.0352526e-04 2.1037945e-07
 243 5.5417055e+03 1.9307804e+00 2.0220996e-02 5.2795689e+01 4.6002415e-08 1.0267268e-04 2.2466131e-07
 244 5.5274499e+03 1.9996329e+00 2.0387977e-02 5.4465655e+01 4.5794144e-08 1.0182643e-04 2.3888294e-07
 245 5.5126363e+03 2.0706738e+00 2.0554960e-02 5.6129625e+01 4.5587329e-08 1.0098643e-04 2.5304055e-07
 246 5.4972723e+03 2.1439027e+00 2.0721926e-02 5.7786928e+01 4.5381974e-08 1.0015267e-04 2.6713051e-07
 247 5.4813506e+03 2.2193489e+00 2.0888851e-02 5.9436816e+01 4.5178044e-08 9.9325070e-05 2.8114911e-07
 248 5.4648935e+03 2.2970265e+00 2.1055714e-02 6.1078469e+01 4.4975534e-08 9.8503576e-05 2.9509259e-07
 249 5.4478938e+03 2.3769351e+00 2.1222493e-02 6.2711290e+01 4.4774419e-08 9.7688130e-05 3.0895725e-07
 250 5.4303664e+03 2.4591039e+00 2.1389168e-02 6.4334459e+01 4.4574681e-08 9.6878693e-05 3.2273941e-07
 251 5.4123041e+03 2.5435174e+00 2.1555718e-02 6.5947084e+01 4.4376315e-08 9.6075223e-05 3.3643615e-07
 252 5.3937143e+03 2.6301962e+00 2.1722120e-02 6.7548504e+01 4.4179287e-08 9.5277650e-05 3.5004738e-07
 253 5.3745973e+03 2.7191387e+00 2.1888354e-02 6.9137911e+01 4.3983609e-08 9.4485936e-05 3.6357385e-07
 254 5.3549682e+03 2.8103581e+00 2.2054400e-02 7.0714423e+01 4.3789248e-08 9.3700013e-05 3.7701621e-07
 255 5.3348122e+03 2.9038453e+00 2.2220237e-02 7.2277383e+01 4.3596216e-08 9.2919866e-05 3.9037529e-07
 256 5.3141444e+03 2.9996134e+00 2.2385845e-02 7.3825982e+01 4.3404481e-08 9.2145416e-05 4.0365168e-07
 257 5.2929724e+03 3.0976608e+00 2.2551205e-02 7.5359636e+01 4.3214043e-08 9.1376636e-05 4.1684620e-07
 258 5.2713112e+03 3.1979784e+00 2.2716296e-02 7.6877317e+01 4.3024903e-08 9.0613481e-05 4.2995955e-07
 259 5.2491684e+03 3.3005793e+00 2.2881099e-02 7.8379480e+01 4.2837028e-08 8.9855891e-05 4.4299242e-07
 260 5.2265664e+03 3.4054545e+00 2.3045597e-02 7.9863908e+01 4.2650430e-08 8.9103830e-05 4.5594557e-07
 261 5.2035055e+03 3.5126023e+00 2.3209770e-02 8.1331354e+01 4.2465077e-08 8.8357241e-05 4.6881967e-07
 262 5.1800080e+03 3.6220210e+00 2.3373600e-02 8.2780343e+01 4.2280980e-08 8.7616096e-05 4.8161554e-07
 263 5.1560815e+03 3.7337089e+00 2.3537069e-02 8.4210887e+01 4.2098108e-08 8.6880308e-05 4.9433368e-07
 264 5.1317336e+03 3.8476571e+00 2.3700161e-02 8.5621512e+01 4.1916461e-08 8.6149871e-05 5.0697504e-07
 265 5.1069644e+03 3.9638489e+00 2.3862859e-02 8.7012971e+01 4.1736028e-08 8.5424706e-05 5.1954014e-07
 266 5.0817816e+03 4.0822754e+00 2.4025146e-02 8.8383049e+01 4.1556803e-08 8.4704788e-05 5.3202984e-07
 267 5.0562000e+03 4.2029201e+00 2.4187007e-02 8.9731013e+01 4.1378768e-08 8.3990068e-05 5.4444485e-07
 268 5.0302199e+03 4.3257738e+00 2.4348425e-02 9.1057618e+01 4.1201916e-08 8.3280490e-05 5.5678581e-07
 269 5.0038412e+03 4.4508277e+00 2.4509387e-02 9.2360648e+01 4.1026227e-08 8.2576006e-05 5.6905346e-07
 270 4.9770717e+03 4.5780576e+00 2.4669877e-02 9.3640859e+01 4.0851710e-08 8.1876580e-05 5.8124857e-07
 271 4.9499337e+03 4.7074548e+00 2.4829882e-02 9.4896033e+01 4.0678336e-08 8.1182145e-05 5.9337172e-07
 272 4.9224199e+03 4.8390026e+00 2.4989387e-02 9.6126926e+01 4.0506104e-08 8.0492672e-05 6.0542376e-07
 273 4.8945600e+03 4.9726625e+00 2.5148381e-02 9.7332065e+01 4.0335018e-08 7.9808116e-05 6.1740541e-07
 274 4.8663469e+03 5.1084328e+00 2.5306850e-02 9.8512206e+01 4.0165029e-08 7.9128401e-05 6.2931717e-07
 275 4.8377953e+03 5.2462823e+00 2.5464782e-02 9.9665132e+01 3.9996161e-08 7.8453526e-05 6.4116012e-07
 276 4.8089278e+03 5.3861945e+00 2.5622165e-02 1.0079160e+02 3.9828394e-08 7.7783408e-05 6.5293469e-07
 277 4.7797443e+03 5.5281457e+00 2.5778989e-02 1.0189013e+02 3.9661708e-08 7.7118008e-05 6.6464165e-07
 278 4.7502525e+03 5.6721121e+00 2.5935243e-02 1.0296001e+02 3.9496106e-08 7.6457280e-05 6.7628172e-07
 279 4.7204673e+03 5.8180551e+00 2.6090915e-02 1.0400198e+02 3.9331570e-08 7.5801185e-05 6.8785570e-07
 280 4.6904035e+03 5.9659434e+00 2.6245997e-02 1.0501457e+02 3.9168083e-08 7.5149659e-05 6.9936414e-07
 281 4.6600614e+03 6.1157607e+00 2.6400479e-02 1.0599780e+02 3.9005656e-08 7.4502674e-05 7.1080792e-07
 282 4.6294557e+03 6.2674610e+00 2.6554352e-02 1.0695093e+02 3.8844258e-08 7.3860171e-05 7.2218766e-07
 283 4.5986015e+03 6.4210206e+00 2.6707607e-02 1.0787324e+02 3.8683893e-08 7.3222106e-05 7.3350409e-07
 284 4.5674987e+03 6.5764083e+00 2.6860236e-02 1.0876400e+02 3.8524533e-08 7.2588431e-05 7.4475792e-07
 285 4.5361625e+03 6.7335856e+00 2.7012231e-02 1.0962322e+02 3.8366190e-08 7.1959108e-05 7.5594994e-07
 286 4.5046001e+03 6.8925214e+00 2.7163585e-02 1.1045091e+02 3.8208840e-08 7.1334073e-05 7.6708070e-07
 287 4.4728340e+03 7.0531623e+00 2.7314291e-02 1.1124635e+02 3.8052473e-08 7.0713295e-05 7.7815108e-07
 288 4.4408643e+03 7.2154848e+00 2.7464341e-02 1.1200806e+02 3.7897075e-08 7.0096703e-05 7.8916153e-07
 289 4.4086983e+03 7.3794428e+00 2.7613730e-02 1.1273755e+02 3.7742643e-08 6.9484284e-05 8.0011313e-07
 290 4.3763586e+03 7.5449980e+00 2.7762452e-02 1.1343260e+02 3.7589173e-08 6.8875965e-05 8.1100630e-07
 291 4.3438524e+03 7.7121267e+00 2.7910501e-02 1.1409396e+02 3.7436644e-08 6.8271725e-05 8.2184206e-07
 292 4.3111800e+03 7.8806940e+00 2.8057871e-02 1.1472091e+02 3.7285043e-08 6.7671483e-05 8.3262072e-07
 293 4.2783562e+03 8.0507730e+00 2.8204558e-02 1.1531345e+02 3.7134372e-08 6.7075218e-05 8.4334330e-07
 294 4.2453959e+03 8.2222880e+00 2.8350556e-02 1.1587013e+02 3.6984612e-08 6.6482874e-05 8.5401040e-07
 295 4.2122992e+03 8.3950894e+00 2.8495862e-02 1.1639170e+02 3.6835749e-08 6.5894397e-05 8.6462263e-07
 296 4.1790809e+03 8.5692503e+00 2.8640472e-02 1.1687742e+02 3.6687785e-08 6.5309755e-05 8.7518092e-07
 297 4.1457412e+03 8.7446208e+00 2.8784381e-02 1.1732582e+02 3.6540693e-08 6.4728887e-05 8.8568576e-07
 298 4.1123024e+03 8.9211999e+00 2.8927587e-02 1.1773767e+02 3.6394485e-08 6.4151761e-05 8.9613808e-07
 299 4.0787718e+03 9.0989121e+00 2.9070086e-02 1.1811298e+02 3.6249136e-08 6.3578323e-05 9.0653848e-07
 300 4.0451571e+03 9.2776822e+00 2.9211875e-02 1.1845101e+02 3.6104629e-08 6.3008517e-05 9.1688758e-07
 301 4.0114730e+03 9.4575833e+00 2.9352952e-02 1.1875178e+02 3.5960970e-08 6.2442315e-05 9.2718526e-07
 302 3.9777344e+03 9.6383914e+00 2.9493315e-02 1.1901533e+02 3.5818145e-08 6.1879724e-05 9.3742774e-07
 303 3.9439485e+03 9.8201799e+00 2.9632962e-02 1.1924165e+02 3.5676144e-08 6.1320738e-05 9.4761000e-07
 304 3.9101299e+03 1.0002873e+01 2.9771892e-02 1.1943079e+02 3.5534973e-08 6.0765375e-05 9.5772732e-07
 305 3.8762936e+03 1.0186397e+01 2.9910103e-02 1.1958203e+02 3.5394619e-08 6.0213652e-05 9.6777501e-07
 306 3.8424392e+03 1.0370749e+01 3.0047595e-02 1.1969537e+02 3.5255074e-08 5.9665563e-05 9.7774803e-07
 307 3.8085889e+03 1.0555781e+01 3.0184368e-02 1.1977086e+02 3.5116326e-08 5.9121111e-05 9.8764145e-07
 308 3.7747500e+03 1.0741491e+01 3.0320421e-02 1.1980851e+02 3.4978389e-08 5.8580342e-05 9.9745103e-07
 309 3.7409299e+03 1.0927804e+01 3.0455755e-02 1.1980834e+02 3.4841244e-08 5.8043236e-05 1.0071715e-06
 310 3.7071282e+03 1.1114571e+01 3.0590370e-02 1.1977037e+02 3.4704879e-08 5.7509803e-05 1.0167981e-06
 311 3.6733747e+03 1.1301866e+01 3.0724269e-02 1.1969316e+02 3.4569302e-08 5.6980060e-05 1.0263260e-06
 312 3.6396617e+03 1.1489538e+01 3.0857452e-02 1.1957819e+02 3.4434501e-08 5.6454023e-05 1.0357506e-06
 313 3.6060113e+03 1.1677588e+01 3.0989922e-02 1.1942476e+02 3.4300469e-08 5.5931688e-05 1.0450669e-06
 314 3.5724309e+03 1.1865866e+01 3.1121681e-02 1.1923288e+02 3.4167193e-08 5.5413058e-05 1.0542698e-06
 315 3.5389202e+03 1.2054296e+01 3.1252733e-02 1.1900258e+02 3.4034690e-08 5.4898176e-05 1.0633553e-06
 316 3.5055014e+03 1.2242953e+01 3.1383080e-02 1.1873387e+02 3.3902924e-08 5.4387013e-05 1.0723178e-06
 317 3.4721818e+03 1.2431613e+01 3.1512728e-02 1.1842753e+02 3.3771907e-08 5.3879603e-05 1.0811528e-06
 318 3.4389760e+03 1.2620276e+01 3.1641680e-02 1.1808284e+02 3.3641639e-08 5.3375957e-05 1.0898557e-06
 319 3.4058840e+03 1.2808866e+01 3.1769943e-02 1.1769981e+02 3.3512104e-08 5.2876071e-05 1.0984214e-06
 320 3.3729129e+03 1.2997383e+01 3.1897520e-02 1.1727921e+02 3.3383291e-08 5.2379955e-05 1.1068451e-06
 321 3.3400922e+03 1.3185678e+01 3.2024419e-02 1.1682106e+02 3.3255208e-08 5.1887630e-05 1.1151221e-06
 322 3.3074071e+03 1.3373676e+01 3.2150647e-02 1.1632464e+02 3.3127842e-08 5.1399095e-05 1.1232475e-06
 323 3.2748870e+03 1.3561302e+01 3.2276211e-02 1.1579072e+02 3.3001179e-08 5.0914365e-05 1.1312166e-06
 324 3.2425242e+03 1.3748482e+01 3.2401118e-02 1.1522005e+02 3.2875230e-08 5.0433444e-05 1.1390243e-06
 325 3.2103410e+03 1.3935214e+01 3.2525378e-02 1.1461192e+02 3.2749972e-08 4.9956347e-05 1.1466661e-06
 326 3.1783371e+03 1.4121426e+01 3.2648999e-02 1.1396708e+02 3.2625415e-08 4.9483090e-05 1.1541373e-06
 327 3.1465272e+03 1.4306966e+01 3.2771992e-02 1.1328483e+02 3.2501538e-08 4.9013665e-05 1.1614327e-06
 328 3.1149185e+03 1.4491762e+01 3.2894367e-02 1.1256591e+02 3.2378351e-08 4.8548098e-05 1.1685478e-06
 329 3.0835183e+03 1.4675813e+01 3.3016134e-02 1.1181184e+02 3.2255833e-08 4.8086389e-05 1.1754775e-06
 330 3.0523412e+03 1.4858969e+01 3.3137306e-02 1.1102115e+02 3.2133992e-08 4.7628552e-05 1.1822173e-06
 331 3.0213870e+03 1.5041230e+01 3.3257894e-02 1.1019459e+02 3.2012813e-08 4.7174592e-05 1.1887621e-06
 332 2.9906704e+03 1.5222523e+01 3.3377912e-02 1.0933220e+02 3.1892291e-08 4.6724529e-05 1.1951075e-06
 333 2.9601912e+03 1.5402697e+01 3.3497372e-02 1.0843548e+02 3.1772423e-08 4.6278362e-05 1.2012483e-06
 334 2.9299641e+03 1.5581754e+01 3.3616290e-02 1.0750370e+02 3.1653202e-08 4.5836106e-05 1.2071799e-06
 335 2.9000036e+03 1.5759544e+01 3.3734679e-02 1.0653762e+02 3.1534622e-08 4.5397771e-05 1.2128974e-06
 336 2.8703096e+03 1.5936068e+01 3.3852554e-02 1.0553726e+02 3.1416669e-08 4.4963355e-05 1.2183958e-06
 337 2.8408893e+03 1.6111250e+01 3.3969932e-02 1.0450413e+02 3.1299354e-08 4.4532884e-05 1.2236707e-06
 338 2.8117498e+03 1.6285017e+01 3.4086828e-02 1.0343750e+02 3.1182656e-08 4.4106358e-05 1.2287170e-06
 339 2.7829059e+03 1.6457294e+01 3.4203260e-02 1.0233887e+02 3.1066582e-08 4.3683792e-05 1.2335300e-06
 340 2.7543647e+03 1.6628081e+01 3.4319244e-02 1.0120826e+02 3.0951118e-08 4.3265189e-05 1.2381049e-06
 341 2.7261260e+03 1.6797156e+01 3.4434799e-02 1.0004569e+02 3.0836259e-08 4.2850570e-05 1.2424370e-06
 342 2.6981970e+03 1.6964518e+01 3.4549943e-02 9.8851169e+01 3.0722001e-08 4.2439934e-05 1.2465212e-06
 343 2.6705849e+03 1.7130093e+01 3.4664694e-02 9.7626209e+01 3.0608338e-08 4.2033296e-05 1.2503530e-06
 344 2.6432895e+03 1.7293733e+01 3.4779072e-02 9.6370077e+01 3.0495257e-08 4.1630656e-05 1.2539272e-06
 345 2.6163180e+03 1.7455438e+01 3.4893095e-02 9.5083534e+01 3.0382766e-08 4.1232043e-05 1.2572396e-06
 346 2.5896775e+03 1.7615059e+01 3.5006785e-02 9.3766594e+01 3.0270852e-08 4.0837452e-05 1.2602850e-06
 347 2.5633679e+03 1.7772597e+01 3.5120161e-02 9.2420016e+01 3.0159507e-08 4.0446893e-05 1.2630584e-06
 348 2.5373963e+03 1.7927828e+01 3.5233243e-02 9.1043814e+01 3.0048720e-08 4.0060375e-05 1.2655553e-06
 349 2.5117773e+03 1.8080902e+01 3.5346054e-02 8.9640232e+01 2.9938500e-08 3.9677914e-05 1.2677707e-06
 350 2.4865108e+03 1.8231671e+01 3.5458613e-02 8.8208541e+01 2.9828827e-08 3.9299513e-05 1.2697000e-06
 351 2.4616113e+03 1.8380134e+01 3.5570941e-02 8.6750240e+01 2.9719710e-08 3.8925174e-05 1.2713417e-06
 352 2.4370859e+03 1.8526220e+01 3.5683062e-02 8.5266086e+01 2.9611135e-08 3.8554803e-05 1.2727076e-06
 353 2.4129344e+03 1.8669856e+01 3.5794996e-02 8.3756088e+01 2.9503101e-08 3.8188301e-05 1.2738129e-06
 354 2.3891638e+03 1.8811044e+01 3.5906765e-02 8.2222490e+01 2.9395606e-08 3.7825566e-05 1.2746729e-06
 355 2.3657888e+03 1.8949637e+01 3.6018391e-02 8.0664557e+01 2.9288644e-08 3.7466485e-05 1.2753023e-06
 356 2.3428015e+03 1.9085638e+01 3.6129896e-02 7.9083046e+01 2.9182213e-08 3.7110969e-05 1.2757169e-06
 357 2.3202092e+03 1.9218975e+01 3.6241302e-02 7.7478708e+01 2.9076312e-08 3.6758907e-05 1.2759316e-06
 358 2.2980189e+03 1.9349575e+01 3.6352632e-02 7.5852298e+01 2.8970930e-08 3.6410195e-05 1.2759614e-06
 359 2.2762303e+03 1.9477292e+01 3.6463908e-02 7.4203825e+01 2.8866078e-08 3.6064735e-05 1.2758218e-06
 360 2.2548432e+03 1.9602127e+01 3.6575151e-02 7.2534785e+01 2.8761741e-08 3.5722419e-05 1.2755277e-06
 361 2.2338646e+03 1.9724010e+01 3.6686385e-02 7.0844148e+01 2.8657915e-08 3.5383150e-05 1.2750946e-06
 362 2.2132943e+03 1.9842868e+01 3.6797630e-02 6.9133779e+01 2.8554608e-08 3.5046824e-05 1.2745375e-06
 363 2.1931469e+03 1.9958628e+01 3.6908910e-02 6.7404282e+01 2.8451808e-08 3.4713330e-05 1.2738715e-06
 364 2.1734072e+03 2.0071292e+01 3.7020246e-02 6.5656333e+01 2.8349514e-08 3.4382581e-05 1.2731121e-06
 365 2.1540972e+03 2.0180790e+01 3.7131659e-02 6.3890758e+01 2.8247717e-08 3.4054455e-05 1.2722739e-06
 366 2.1352091e+03 2.0287048e+01 3.7243172e-02 6.2108381e+01 2.8146431e-08 3.3728864e-05 1.2713727e-06
 367 2.1167502e+03 2.0390069e+01 3.7354806e-02 6.0309879e+01 2.8045629e-08 3.3405699e-05 1.2704232e-06
 368 2.0987202e+03 2.0489707e+01 3.7466582e-02 5.8496149e+01 2.7945327e-08 3.3084859e-05 1.2694409e-06
 369 2.0811188e+03 2.0586112e+01 3.7578522e-02 5.6667942e+01 2.7845513e-08 3.2766238e-05 1.2684408e-06
 370 2.0639605e+03 2.0678989e+01 3.7690647e-02 5.4825932e+01 2.7746186e-08 3.2449737e-05 1.2674382e-06
 371 2.0472303e+03 2.0768564e+01 3.7802977e-02 5.2971017e+01 2.7647343e-08 3.2135250e-05 1.2664481e-06
 372 2.0309428e+03 2.0854541e+01 3.7915534e-02 5.1103871e+01 2.7548979e-08 3.1822678e-05 1.2654858e-06
 373 2.0150902e+03 2.0937072e+01 3.8028336e-02 4.9225316e+01 2.7451093e-08 3.1511917e-05 1.2645665e-06
 374 1.9996797e+03 2.1016084e+01 3.8141406e-02 4.7336175e+01 2.7353675e-08 3.1202854e-05 1.2637050e-06
 375 1.9847037e+03 2.1091505e+01 3.8254763e-02 4.5437046e+01 2.7256738e-08 3.0895404e-05 1.2629171e-06
 376 1.9701693e+03 2.1163263e+01 3.8368426e-02 4.3528826e+01 2.7160257e-08 3.0589451e-05 1.2622174e-06
 377 1.9560838e+03 2.1231361e+01 3.8482416e-02 4.1612186e+01 2.7064247e-08 3.0284901e-05 1.2616216e-06
 378 1.9424319e+03 2.1295726e+01 3.8596751e-02 3.9687874e+01 2.6968697e-08 2.9981642e-05 1.2611443e-06
 379 1.9292284e+03 2.1356287e+01 3.8711451e-02 3.7756709e+01 2.6873605e-08 2.9679581e-05 1.2608012e-06
 380 1.9164730e+03 2.1413044e+01 3.8826536e-02 3.5819439e+01 2.6778962e-08 2.9378602e-05 1.2606068e-06
 381 1.9041580e+03 2.1466002e+01 3.8942023e-02 3.3876733e+01 2.6684776e-08 2.9078615e-05 1.2605770e-06
 382 1.8922907e+03 2.1514938e+01 3.9057931e-02 3.1929412e+01 2.6591038e-08 2.8779518e-05 1.2607268e-06
 383 1.8808707e+03 2.1560079e+01 3.9174280e-02 2.9978294e+01 2.6497741e-08 2.8481192e-05 1.2610707e-06
 384 1.8698905e+03 2.1601277e+01 3.9291086e-02 2.8024274e+01 2.6404889e-08 2.8183553e-05 1.2616247e-06
 385 1.8593498e+03 2.1638535e+01 3.9408368e-02 2.6068095e+01 2.6312480e-08 2.7886492e-05 1.2624038e-06
 386 1.8492558e+03 2.1671930e+01 3.9526144e-02 2.4110723e+01 2.6220496e-08 2.7589896e-05 1.2634226e-06
 387 1.8396084e+03 2.1701388e+01 3.9644432e-02 2.2152904e+01 2.6128951e-08 2.7293677e-05 1.2646969e-06
 388 1.8303923e+03 2.1726987e+01 3.9763249e-02 2.0195529e+01 2.6037833e-08 2.6997724e-05 1.2662416e-06
 389 1.8216150e+03 2.1748654e+01 3.9882612e-02 1.8239414e+01 2.5947142e-08 2.6701938e-05 1.2680719e-06
 390 1.8132761e+03 2.1766391e+01 4.0002539e-02 1.6285378e+01 2.5856869e-08 2.6406210e-05 1.2702028e-06
 391 1.8053754e+03 2.1780201e+01 4.0123047e-02 1.4334237e+01 2.5767020e-08 2.6110447e-05 1.2726498e-06
 392 1.7978978e+03 2.1790012e+01 4.0244152e-02 1.2386808e+01 2.5677591e-08 2.5814543e-05 1.2754280e-06
 393 1.7908581e+03 2.1795898e+01 4.0365871e-02 1.0443832e+01 2.5588564e-08 2.5518386e-05 1.2785520e-06
 394 1.7842412e+03 2.1797789e+01 4.0488221e-02 8.5060518e+00 2.5499955e-08 2.5221885e-05 1.2820377e-06
 395 1.7780468e+03 2.1795612e+01 4.0611218e-02 6.5743570e+00 2.5411750e-08 2.4924932e-05 1.2858998e-06
 396 1.7722747e+03 2.1789518e+01 4.0734878e-02 4.6494815e+00 2.5323945e-08 2.4627424e-05 1.2901536e-06
 397 1.7669174e+03 2.1779359e+01 4.0859218e-02 2.7322255e+00 2.5236546e-08 2.4329261e-05 1.2948144e-06
 398 1.7619820e+03 2.1765212e+01 4.0984252e-02 8.2333736e-01 2.5149543e-08 2.4030337e-05 1.2998971e-06
 399 1.7574610e+03 2.1747005e+01 4.1109998e-02 -1.0763980e+00 2.5062933e-08 2.3730554e-05 1.3054170e-06
 400 1.7533541e+03 2.1724888e+01 4.1236469e-02 -2.9662149e+00 2.4976714e-08 2.3429808e-05 1.3113894e-06
 401 1.7496611e+03 2.1698714e+01 4.1363683e-02 -4.8453564e+00 2.4890879e-08 2.3128024e-05 1.3178220e-06
 402 1.7463745e+03 2.1668561e+01 4.1491653e-02 -6.7130623e+00 2.4805433e-08 2.2825295e-05 1.3246961e-06
 403 1.7434941e+03 2.1634508e+01 4.1620395e-02 -8.5686032e+00 2.4720371e-08 2.2521732e-05 1.3319850e-06
 404 1.7410197e+03 2.1596481e+01 4.1749922e-02 -1.0411203e+01 2.4635691e-08 2.2217455e-05 1.3396628e-06
 405 1.7389364e+03 2.1554486e+01 4.1880251e-02 -1.2240128e+01 2.4551394e-08 2.1912582e-05 1.3477030e-06
 406 1.7372440e+03 2.1508674e+01 4.2011394e-02 -1.4054715e+01 2.4467475e-08 2.1607224e-05 1.3560791e-06
 407 1.7359423e+03 2.1458974e+01 4.2143366e-02 -1.5854098e+01 2.4383931e-08 2.1301501e-05 1.3647650e-06
 408 1.7350238e+03 2.1405315e+01 4.2276180e-02 -1.7637561e+01 2.4300758e-08 2.0995534e-05 1.3737345e-06
 409 1.7344735e+03 2.1347923e+01 4.2409850e-02 -1.9404386e+01 2.4217966e-08 2.0689439e-05 1.3829615e-06
 410 1.7343061e+03 2.1286727e+01 4.2544388e-02 -2.1153784e+01 2.4135544e-08 2.0383331e-05 1.3924195e-06
 411 1.7344917e+03 2.1221730e+01 4.2679806e-02 -2.2885261e+01 2.4053492e-08 2.0077328e-05 1.4020822e-06
 412 1.7350451e+03 2.1153009e+01 4.2816118e-02 -2.4598027e+01 2.3971810e-08 1.9771549e-05 1.4119235e-06
 413 1.7359588e+03 2.1080567e+01 4.2953335e-02 -2.6291589e+01 2.3890490e-08 1.9466106e-05 1.4219169e-06
 414 1.7372250e+03 2.1004482e+01 4.3091468e-02 -2.7965230e+01 2.3809540e-08 1.9161123e-05 1.4320363e-06
 415 1.7388290e+03 2.0924831e+01 4.3230529e-02 -2.9618385e+01 2.3728957e-08 1.8856717e-05 1.4422557e-06
